Airport_Code,Timezone,Airport_Name
KSNA,US/Pacific,John Wayne Orange County International Airport
KBTR,US/Central,Baton Rouge Metropolitan Airport
KATT,US/Central,Central City Municipal - Larry Reineke Field
KATL,US/Eastern,Hartsfield Jackson Atlanta International Airport
KPHL,US/Eastern,Philadelphia International Airport
KCAE,US/Eastern,Columbia Metropolitan Airport
KDVT,US/Mountain,Phoenix Deer Valley Airport
KCQM,US/Central,Cook Municipal Airport
KJQF,US/Eastern,Concord-Padgett Regional Airport
KRIC,US/Eastern,Richmond International Airport
KHWD,US/Pacific,Hayward Executive Airport
KSFF,US/Pacific,Felts Field
KDET,US/Eastern,Coleman A. Young Municipal Airport
KMYR,US/Eastern,Myrtle Beach International Airport
KFLG,US/Mountain,Flagstaff Pulliam International Airport
KVEL,US/Mountain,Vernal Regional Airport
KISM,US/Eastern,Kissimmee Gateway Airport
KFIG,US/Eastern,Clearfield Lawrence Airport
KTMB,US/Eastern,Miami Executive Airport
KJQF,US/Eastern,Concord-Padgett Regional Airport
KSLI,US/Pacific,Los Alamitos Army Air Field
KONP,US/Pacific,Newport Municipal Airport
KF70,US/Pacific,French Valley Airport
KMNI,US/Eastern,Santee Cooper Regional Airport
KFXE,US/Eastern,Fort Lauderdale Executive Airport
KMKS,US/Eastern,Berkeley County Airport
KLOU,US/Eastern,Bowman Field
KCRW,US/Eastern,Yeager Airport
KDSM,US/Central,Des Moines International Airport
KJRB,US/Eastern,Downtown Manhattan Heliport
KHWO,US/Eastern,North Perry Airport
KU42,US/Mountain,South Valley Regional Airport
KVDF,US/Eastern,Tampa Executive Airport
KLNS,US/Eastern,Lancaster Airport
KFNT,US/Eastern,Bishop International Airport
KBJC,US/Mountain,Rocky Mountain Metropolitan Airport
KISP,US/Eastern,Long Island Mac Arthur Airport
KRBD,US/Central,Dallas Executive Airport
KORL,US/Eastern,Orlando Executive Airport
KCCR,US/Pacific,Buchanan Field
KMQJ,US/Eastern,Indianapolis Regional Airport
KO22,US/Pacific,Columbia Airport
KDAL,US/Central,Dallas Love Field
KI69,US/Eastern,Clermont County Airport
KISP,US/Eastern,Long Island Mac Arthur Airport
KSAV,US/Eastern,Savannah Hilton Head International Airport
KTMB,US/Eastern,Miami Executive Airport
KEMT,US/Pacific,San Gabriel Valley Airport
KCHD,US/Mountain,Chandler Municipal Airport
KCOQ,US/Central,Cloquet Carlton County Airport
KBGF,US/Eastern,Winchester Municipal Airport
KATL,US/Eastern,Hartsfield Jackson Atlanta International Airport
KDMA,US/Mountain,Davis Monthan Air Force Base
KCVH,US/Pacific,Hollister Municipal Airport
KLFI,US/Eastern,Langley Air Force Base
KLGA,US/Eastern,LaGuardia Airport
KDPA,US/Central,Dupage Airport
KLVK,US/Pacific,Livermore Municipal Airport
KNLC,US/Pacific,Lemoore Naval Air Station (Reeves Field) Airport
KSCK,US/Pacific,Stockton Metropolitan Airport
KBDU,US/Mountain,Boulder Municipal Airport
KNYG,US/Eastern,Quantico Marine Corps Airfield / Turner Field
KCKB,US/Eastern,North Central West Virginia Airport
KLGA,US/Eastern,LaGuardia Airport
KCQT,US/Pacific,Pacific Valley Aviation Airport
KUKI,US/Pacific,Ukiah Municipal Airport
KEHO,US/Eastern,Shelby-Cleveland County Regional Airport
KPIE,US/Eastern,St. Petersburg Clearwater International Airport
KCQT,US/Pacific,Pacific Valley Aviation Airport
KFUL,US/Pacific,Fullerton Municipal Airport
KDEN,US/Mountain,Denver International Airport
KTEB,US/Eastern,Teterboro Airport
KBNA,US/Central,Nashville International Airport
KBWI,US/Eastern,Baltimore/Washington International Thurgood Marshall Airport
KDAL,US/Central,Dallas Love Field
KEMT,US/Pacific,San Gabriel Valley Airport
KIAH,US/Central,George Bush Intercontinental Houston Airport
KHWY,US/Eastern,Warrenton Fauquier Airport
KFCI,US/Eastern,Richmond Executive-Chesterfield County Airport
KHEF,US/Eastern,Manassas Regional Airport/Harry P. Davis Field
KMCO,US/Eastern,Orlando International Airport
KDAA,US/Eastern,Davison Army Air Field
KPLU,US/Pacific,Pierce County-Thun Field
KMCC,US/Pacific,McClellan Airfield
KROS,US/Central,Rush City Regional Airport
KEMT,US/Pacific,San Gabriel Valley Airport
KATL,US/Eastern,Hartsfield Jackson Atlanta International Airport
KHWO,US/Eastern,North Perry Airport
KMIV,US/Eastern,Millville Municipal Airport
KPIE,US/Eastern,St. Petersburg Clearwater International Airport
KFLL,US/Eastern,Fort Lauderdale Hollywood International Airport
KORL,US/Eastern,Orlando Executive Airport
KSFO,US/Pacific,San Francisco International Airport
KRDU,US/Eastern,Raleigh Durham International Airport
KRZL,US/Central,Jasper County Airport
KVLL,US/Eastern,Oakland Troy Airport
KJFK,US/Eastern,John F Kennedy International Airport
KMUI,US/Eastern,Muir Army Air Field (Fort Indiantown Gap) Airport
KMIC,US/Central,Crystal Airport
KDCA,US/Eastern,Ronald Reagan Washington National Airport
KSBA,US/Pacific,Santa Barbara Municipal Airport
KO22,US/Pacific,Columbia Airport
KRBD,US/Central,Dallas Executive Airport
KMEM,US/Central,Memphis International Airport
KFUL,US/Pacific,Fullerton Municipal Airport
KMRY,US/Pacific,Monterey Peninsula Airport
KLOM,US/Eastern,Wings Field
KCAE,US/Eastern,Columbia Metropolitan Airport
KE16,US/Pacific,San Martin Airport
KRST,US/Central,Rochester International Airport
KLNS,US/Eastern,Lancaster Airport
KATT,US/Central,Central City Municipal - Larry Reineke Field
KSPA,US/Eastern,Spartanburg Downtown Memorial Airport
KSAC,US/Pacific,Sacramento Executive Airport
KOXR,US/Pacific,Oxnard Airport
KMBS,US/Eastern,MBS International Airport
KMSY,US/Central,Louis Armstrong New Orleans International Airport
KFLL,US/Eastern,Fort Lauderdale Hollywood International Airport
KCHA,US/Eastern,Chattanooga Metropolitan Airport (Lovell Field)
KMCO,US/Eastern,Orlando International Airport
KSQL,US/Pacific,San Carlos Airport
KBDU,US/Mountain,Boulder Municipal Airport
KTEB,US/Eastern,Teterboro Airport
KDXR,US/Eastern,Danbury Municipal Airport
KPUC,US/Mountain,Carbon County Regional Airport / Buck Davis Field
KSBP,US/Pacific,San Luis County Regional Airport
KRBD,US/Central,Dallas Executive Airport
KMIA,US/Eastern,Miami International Airport
KHYW,US/Eastern,Conway Horry County Airport
KDAY,US/Eastern,James M Cox Dayton International Airport
KMKC,US/Central,Charles B. Wheeler Downtown Airport
KAGC,US/Eastern,Allegheny County Airport
KCHA,US/Eastern,Chattanooga Metropolitan Airport (Lovell Field)
KNUQ,US/Pacific,Moffett Federal Airfield
KFMY,US/Eastern,Page Field
KCLT,US/Eastern,Charlotte Douglas International Airport
KUAO,US/Pacific,Aurora State Airport
KFME,US/Eastern,Tipton Airport
KMCJ,US/Central,Salina Municipal Airport
KMCC,US/Pacific,McClellan Airfield
KGMU,US/Eastern,Greenville Downtown Airport
KVAY,US/Eastern,South Jersey Regional Airport
KBOS,US/Eastern,Logan International Airport
KE16,US/Pacific,San Martin Airport
KDMA,US/Mountain,Davis Monthan Air Force Base
KMIA,US/Eastern,Miami International Airport
KORF,US/Eastern,Norfolk International Airport
KUGN,US/Central,Waukegan National Airport
KRDM,US/Pacific,Roberts Field
KSMF,US/Pacific,Sacramento International Airport
KPOU,US/Eastern,Dutchess County Airport
KLOM,US/Eastern,Wings Field
KRUQ,US/Eastern,Mid-Carolina Regional Airport
KFMY,US/Eastern,Page Field
KPTW,US/Eastern,Heritage Field
KHWD,US/Pacific,Hayward Executive Airport
KCMH,US/Eastern,John Glenn Columbus International Airport
KTEB,US/Eastern,Teterboro Airport
KOXR,US/Pacific,Oxnard Airport
KTEB,US/Eastern,Teterboro Airport
KMDT,US/Eastern,Harrisburg International Airport
KPIE,US/Eastern,St. Petersburg Clearwater International Airport
KMIA,US/Eastern,Miami International Airport
KDVT,US/Mountain,Phoenix Deer Valley Airport
KRDU,US/Eastern,Raleigh Durham International Airport
KVDF,US/Eastern,Tampa Executive Airport
KEMT,US/Pacific,San Gabriel Valley Airport
KANE,US/Central,Anoka County-Blaine (Janes Field) Airport
KLGA,US/Eastern,LaGuardia Airport
KHHR,US/Pacific,Jack Northrop Field Hawthorne Municipal Airport
KRNM,US/Pacific,Ramona Airport
KISM,US/Eastern,Kissimmee Gateway Airport
KLVK,US/Pacific,Livermore Municipal Airport
KSCK,US/Pacific,Stockton Metropolitan Airport
KBNA,US/Central,Nashville International Airport
KMEM,US/Central,Memphis International Airport
KPNS,US/Central,Pensacola International Airport
KBJC,US/Mountain,Rocky Mountain Metropolitan Airport
KLVK,US/Pacific,Livermore Municipal Airport
KVAY,US/Eastern,South Jersey Regional Airport
KRSW,US/Eastern,Southwest Florida International Airport
KRDU,US/Eastern,Raleigh Durham International Airport
KEBS,US/Central,Webster City Municipal Airport
KISM,US/Eastern,Kissimmee Gateway Airport
KSHD,US/Eastern,Shenandoah Valley Regional Airport
KLNS,US/Eastern,Lancaster Airport
KFNT,US/Eastern,Bishop International Airport
KZPH,US/Eastern,Zephyrhills Municipal Airport
KGNV,US/Eastern,Gainesville Regional Airport
KRIV,US/Pacific,March Air Reserve Base
KCQT,US/Pacific,Pacific Valley Aviation Airport
KOCF,US/Eastern,Ocala International Airport - Jim Taylor Field
KRNO,US/Pacific,Reno Tahoe International Airport
KFAT,US/Pacific,Fresno Yosemite International Airport
KTUS,US/Mountain,Tucson International Airport / Morris Air National Guard Base
KNYG,US/Eastern,Quantico Marine Corps Airfield / Turner Field
KBFI,US/Pacific,Boeing Field King County International Airport
KOFP,US/Eastern,Hanover County Municipal Airport
KFRG,US/Eastern,Republic Airport
KIGM,US/Mountain,Kingman Airport
KSPA,US/Eastern,Spartanburg Downtown Memorial Airport
KLGA,US/Eastern,LaGuardia Airport
KMDW,US/Central,Chicago Midway International Airport
KCGS,US/Eastern,College Park Airport
KSBA,US/Pacific,Santa Barbara Municipal Airport
KLGA,US/Eastern,LaGuardia Airport
KCCR,US/Pacific,Buchanan Field
KBNA,US/Central,Nashville International Airport
KPVF,US/Pacific,Placerville Airport
KBNA,US/Central,Nashville International Airport
KAVL,US/Eastern,Asheville Regional Airport
KSHV,US/Central,Shreveport Regional Airport
KHWO,US/Eastern,North Perry Airport
KORF,US/Eastern,Norfolk International Airport
KLVJ,US/Central,Pearland Regional Airport
KCUB,US/Eastern,Jim Hamilton L.B. Owens Airport
KUAO,US/Pacific,Aurora State Airport
KDAY,US/Eastern,James M Cox Dayton International Airport
KHQZ,US/Central,Mesquite Metro Airport
KIPJ,US/Eastern,Lincolnton Lincoln County Regional Airport
KOKC,US/Central,Will Rogers World Airport
KCAE,US/Eastern,Columbia Metropolitan Airport
KPTW,US/Eastern,Heritage Field
KPLU,US/Pacific,Pierce County-Thun Field
KBNA,US/Central,Nashville International Airport
KF70,US/Pacific,French Valley Airport
KLNS,US/Eastern,Lancaster Airport
KPTB,US/Eastern,Dinwiddie County Airport
KMCO,US/Eastern,Orlando International Airport
KORD,US/Central,Chicago O'Hare International Airport
KMCO,US/Eastern,Orlando International Airport
KRMN,US/Eastern,Stafford Regional Airport
KONO,US/Mountain,Ontario Municipal Airport
KMAO,US/Eastern,Marion County Airport
KMIA,US/Eastern,Miami International Airport
KRDU,US/Eastern,Raleigh Durham International Airport
KELZ,US/Eastern,Wellsville Municipal Airport - Tarantine Field
KFLG,US/Mountain,Flagstaff Pulliam International Airport
KFNT,US/Eastern,Bishop International Airport
KVIS,US/Pacific,Visalia Municipal Airport
KJAX,US/Eastern,Jacksonville International Airport
KU42,US/Mountain,South Valley Regional Airport
KNBC,US/Eastern,Beaufort MCAS - Merritt Field
KEWR,US/Eastern,Newark Liberty International Airport
KSBD,US/Pacific,San Bernardino International Airport
KP08,US/Mountain,Coolidge Municipal Airport
KMCJ,US/Central,Salina Municipal Airport
KORL,US/Eastern,Orlando Executive Airport
KAPG,US/Eastern,Phillips Army Air Field
KEHO,US/Eastern,Shelby-Cleveland County Regional Airport
KAPG,US/Eastern,Phillips Army Air Field
KLNS,US/Eastern,Lancaster Airport
KDVO,US/Pacific,Marin County Airport - Gnoss Field
KDVT,US/Mountain,Phoenix Deer Valley Airport
KLOM,US/Eastern,Wings Field
KBTR,US/Central,Baton Rouge Metropolitan Airport
KHEF,US/Eastern,Manassas Regional Airport/Harry P. Davis Field
KLVM,US/Mountain,Mission Field
KCQT,US/Pacific,Pacific Valley Aviation Airport
KHQZ,US/Central,Mesquite Metro Airport
KHLG,US/Eastern,Wheeling Ohio County Airport
KDFW,US/Central,Dallas Fort Worth International Airport
KSMO,US/Pacific,Santa Monica Municipal Airport
KMGE,US/Eastern,Dobbins Air Reserve Base
KSBD,US/Pacific,San Bernardino International Airport
KLKU,US/Eastern,Louisa County Airport / Freeman Field
KSNA,US/Pacific,John Wayne Orange County International Airport
KJFK,US/Eastern,John F Kennedy International Airport
KGYH,US/Eastern,Donaldson Field Airport
KLSE,US/Central,La Crosse Regional Airport
KMHR,US/Pacific,Sacramento Mather Airport
KOPF,US/Eastern,Miami-Opa Locka Executive Airport
KNPA,US/Central,Naval Air Station Pensacola Forrest Sherman Field
KORL,US/Eastern,Orlando Executive Airport
KALB,US/Eastern,Albany International Airport
KFAT,US/Pacific,Fresno Yosemite International Airport
KGOO,US/Pacific,Nevada County Airport
KSNA,US/Pacific,John Wayne Orange County International Airport
KPOC,US/Pacific,Brackett Field
KVDF,US/Eastern,Tampa Executive Airport
KLFI,US/Eastern,Langley Air Force Base
KABE,US/Eastern,Lehigh Valley International Airport
KMLE,US/Central,Millard Airport
KATT,US/Central,Central City Municipal - Larry Reineke Field
KTEB,US/Eastern,Teterboro Airport
KSHV,US/Central,Shreveport Regional Airport
KVIS,US/Pacific,Visalia Municipal Airport
KMYV,US/Pacific,Yuba County Airport
KCRE,US/Eastern,Grand Strand Airport
KMCJ,US/Central,Salina Municipal Airport
KOPF,US/Eastern,Miami-Opa Locka Executive Airport
KORL,US/Eastern,Orlando Executive Airport
KVNC,US/Eastern,Venice Municipal Airport
KMPO,US/Eastern,Pocono Mountains Municipal Airport
KRIC,US/Eastern,Richmond International Airport
KFCI,US/Eastern,Richmond Executive-Chesterfield County Airport
KHPN,US/Eastern,Westchester County Airport
KORL,US/Eastern,Orlando Executive Airport
KOGD,US/Mountain,Ogden Hinckley Airport
KATL,US/Eastern,Hartsfield Jackson Atlanta International Airport
KPDX,US/Pacific,Portland International Airport
KTTA,US/Eastern,Raleigh Executive Jetport
KMMK,US/Eastern,Meriden Markham Municipal Airport
KMQJ,US/Eastern,Indianapolis Regional Airport
KLGB,US/Pacific,Long Beach Airport (Daugherty Field)
KOGB,US/Eastern,Orangeburg Municipal Airport
KHFD,US/Eastern,Hartford Brainard Airport
KMSN,US/Central,Dane County Regional Truax Field
KTMB,US/Eastern,Miami Executive Airport
KPCM,US/Eastern,Plant City Municipal Airport
KPIE,US/Eastern,St. Petersburg Clearwater International Airport
KEQY,US/Eastern,Charlotte-Monroe Executive Airport
KEWR,US/Eastern,Newark Liberty International Airport
KFAT,US/Pacific,Fresno Yosemite International Airport
KBTR,US/Central,Baton Rouge Metropolitan Airport
KFCM,US/Central,Flying Cloud Airport
KTPF,US/Eastern,Peter O Knight Airport
KJYO,US/Eastern,Leesburg Executive Airport
KDCA,US/Eastern,Ronald Reagan Washington National Airport
KRSW,US/Eastern,Southwest Florida International Airport
KBKL,US/Eastern,Burke Lakefront Airport
KTMB,US/Eastern,Miami Executive Airport
KFRG,US/Eastern,Republic Airport
KMYR,US/Eastern,Myrtle Beach International Airport
KRIC,US/Eastern,Richmond International Airport
KBFL,US/Pacific,Meadows Field
KU42,US/Mountain,South Valley Regional Airport
KCLT,US/Eastern,Charlotte Douglas International Airport
KSAN,US/Pacific,San Diego International Airport
KDET,US/Eastern,Coleman A. Young Municipal Airport
KLNS,US/Eastern,Lancaster Airport
KMDT,US/Eastern,Harrisburg International Airport
KBKL,US/Eastern,Burke Lakefront Airport
KCCR,US/Pacific,Buchanan Field
KUZA,US/Eastern,Rock Hill - York County Airport
KCSG,US/Eastern,Columbus Metropolitan Airport
KFNT,US/Eastern,Bishop International Airport
KFCM,US/Central,Flying Cloud Airport
KDAL,US/Central,Dallas Love Field
KADS,US/Central,Addison Airport
KFAT,US/Pacific,Fresno Yosemite International Airport
KFTW,US/Central,Fort Worth Meacham International Airport
KPCM,US/Eastern,Plant City Municipal Airport
KDAA,US/Eastern,Davison Army Air Field
KLAF,US/Eastern,Purdue University Airport
KBKL,US/Eastern,Burke Lakefront Airport
KBAK,US/Eastern,Columbus Municipal Airport
KBNA,US/Central,Nashville International Airport
KHWO,US/Eastern,North Perry Airport
KJAN,US/Central,Jackson-Medgar Wiley Evers International Airport
KLGA,US/Eastern,LaGuardia Airport
KDCA,US/Eastern,Ronald Reagan Washington National Airport
KMDW,US/Central,Chicago Midway International Airport
KANE,US/Central,Anoka County-Blaine (Janes Field) Airport
KRVS,US/Central,Tulsa Riverside Airport
KIGM,US/Mountain,Kingman Airport
KLGA,US/Eastern,LaGuardia Airport
KDPA,US/Central,Dupage Airport
KHST,US/Eastern,Homestead ARB Airport
KMIA,US/Eastern,Miami International Airport
KAVL,US/Eastern,Asheville Regional Airport
KFRG,US/Eastern,Republic Airport
KLVK,US/Pacific,Livermore Municipal Airport
KDMA,US/Mountain,Davis Monthan Air Force Base
KPAO,US/Pacific,Palo Alto Airport
KMQJ,US/Eastern,Indianapolis Regional Airport
KPHX,US/Mountain,Phoenix Sky Harbor International Airport
KELM,US/Eastern,Elmira Corning Regional Airport
KPNE,US/Eastern,Northeast Philadelphia Airport
KZPH,US/Eastern,Zephyrhills Municipal Airport
KHWO,US/Eastern,North Perry Airport
KEMT,US/Pacific,San Gabriel Valley Airport
KMGY,US/Eastern,Dayton-Wright Brothers Airport
KHFD,US/Eastern,Hartford Brainard Airport
KEMV,US/Eastern,Emporia Greensville Regional Airport
KO69,US/Pacific,Petaluma Municipal Airport
KRSW,US/Eastern,Southwest Florida International Airport
KRIC,US/Eastern,Richmond International Airport
KVIS,US/Pacific,Visalia Municipal Airport
KILG,US/Eastern,Wilmington Airport
KJNX,US/Eastern,Johnston Regional Airport
KMKC,US/Central,Charles B. Wheeler Downtown Airport
KHSP,US/Eastern,Ingalls Field
KFNT,US/Eastern,Bishop International Airport
KMIA,US/Eastern,Miami International Airport
KHWO,US/Eastern,North Perry Airport
KLGA,US/Eastern,LaGuardia Airport
KAVL,US/Eastern,Asheville Regional Airport
KMSP,US/Central,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field
KSGS,US/Central,South St Paul Municipal Airport/Richard E Fleming Field
KCQT,US/Pacific,Pacific Valley Aviation Airport
KAGC,US/Eastern,Allegheny County Airport
KSEA,US/Pacific,Seattle–Tacoma International Airport
KEUF,US/Central,Weedon Field
KORH,US/Eastern,Worcester Regional Airport
KGYH,US/Eastern,Donaldson Field Airport
KTXK,US/Central,Texarkana Regional Airport (Webb Field)
KIAD,US/Eastern,Washington Dulles International Airport
KMKC,US/Central,Charles B. Wheeler Downtown Airport
KRAL,US/Pacific,Riverside Municipal Airport
KVQQ,US/Eastern,Cecil Airport
KVEL,US/Mountain,Vernal Regional Airport
KLGA,US/Eastern,LaGuardia Airport
KLOM,US/Eastern,Wings Field
KCRQ,US/Pacific,McClellan-Palomar Airport
KBTR,US/Central,Baton Rouge Metropolitan Airport
KLNS,US/Eastern,Lancaster Airport
KMXF,US/Central,Maxwell Air Force Base
KHWO,US/Eastern,North Perry Airport
KDTO,US/Central,Denton Enterprise Airport
KORL,US/Eastern,Orlando Executive Airport
KRHV,US/Pacific,Reid-Hillview Airport of Santa Clara County
KF70,US/Pacific,French Valley Airport
KDTO,US/Central,Denton Enterprise Airport
KHPN,US/Eastern,Westchester County Airport
KOAK,US/Pacific,San Francisco Bay Oakland International Airport
KNBC,US/Eastern,Beaufort MCAS - Merritt Field
KIAH,US/Central,George Bush Intercontinental Houston Airport
KORF,US/Eastern,Norfolk International Airport
KTMB,US/Eastern,Miami Executive Airport
KLGA,US/Eastern,LaGuardia Airport
KBDR,US/Eastern,Igor I Sikorsky Memorial Airport
KSMO,US/Pacific,Santa Monica Municipal Airport
KCGS,US/Eastern,College Park Airport
KLOM,US/Eastern,Wings Field
KFXE,US/Eastern,Fort Lauderdale Executive Airport
KPDK,US/Eastern,DeKalb Peachtree Airport
KTIK,US/Central,Tinker Air Force Base
KSPA,US/Eastern,Spartanburg Downtown Memorial Airport
KAPA,US/Mountain,Centennial Airport
KOAK,US/Pacific,San Francisco Bay Oakland International Airport
KTMB,US/Eastern,Miami Executive Airport
KVLL,US/Eastern,Oakland Troy Airport
KSNA,US/Pacific,John Wayne Orange County International Airport
KCUB,US/Eastern,Jim Hamilton L.B. Owens Airport
KBDR,US/Eastern,Igor I Sikorsky Memorial Airport
KTTA,US/Eastern,Raleigh Executive Jetport
KMDW,US/Central,Chicago Midway International Airport
KPNS,US/Central,Pensacola International Airport
KBAD,US/Central,Barksdale Air Force Base
KVNY,US/Pacific,Van Nuys Airport
KSBD,US/Pacific,San Bernardino International Airport
KRBW,US/Eastern,Lowcountry Regional Airport
KJFK,US/Eastern,John F Kennedy International Airport
KSTS,US/Pacific,Charles M. Schulz Sonoma County Airport
KFUL,US/Pacific,Fullerton Municipal Airport
KRIC,US/Eastern,Richmond International Airport
KEWR,US/Eastern,Newark Liberty International Airport
KDVT,US/Mountain,Phoenix Deer Valley Airport
KMIA,US/Eastern,Miami International Airport
KTYR,US/Central,Tyler Pounds Regional Airport
KTUS,US/Mountain,Tucson International Airport / Morris Air National Guard Base
KCLT,US/Eastern,Charlotte Douglas International Airport
KBTR,US/Central,Baton Rouge Metropolitan Airport
KMMU,US/Eastern,Morristown Municipal Airport
KPBI,US/Eastern,Palm Beach International Airport
KSAN,US/Pacific,San Diego International Airport
KBUR,US/Pacific,Hollywood Burbank Airport
KMIA,US/Eastern,Miami International Airport
KORL,US/Eastern,Orlando Executive Airport
KHWO,US/Eastern,North Perry Airport
KRAL,US/Pacific,Riverside Municipal Airport
KROC,US/Eastern,Frederick Douglass Greater Rochester International Airport
KMIA,US/Eastern,Miami International Airport
KCAK,US/Eastern,Akron Canton Regional Airport
KCLT,US/Eastern,Charlotte Douglas International Airport
KRBD,US/Central,Dallas Executive Airport
KWST,US/Eastern,Westerly State Airport
KMCO,US/Eastern,Orlando International Airport
KAXN,US/Central,Chandler Field
KTMB,US/Eastern,Miami Executive Airport
KOQN,US/Eastern,Brandywine Regional Airport
KAOO,US/Eastern,Altoona Blair County Airport
KCQT,US/Pacific,Pacific Valley Aviation Airport
KAIK,US/Eastern,Aiken Regional Airport
KORL,US/Eastern,Orlando Executive Airport
KBFL,US/Pacific,Meadows Field
KSNA,US/Pacific,John Wayne Orange County International Airport
KTMB,US/Eastern,Miami Executive Airport
KFMY,US/Eastern,Page Field
KCLT,US/Eastern,Charlotte Douglas International Airport
KVQQ,US/Eastern,Cecil Airport
KBIL,US/Mountain,Billings Logan International Airport
KGSB,US/Eastern,Seymour Johnson Air Force Base
KCLT,US/Eastern,Charlotte Douglas International Airport
KM46,US/Mountain,Colstrip Airport
KOCF,US/Eastern,Ocala International Airport - Jim Taylor Field
KMCO,US/Eastern,Orlando International Airport
KFAT,US/Pacific,Fresno Yosemite International Airport
KVCV,US/Pacific,Southern California Logistics Airport
KSNA,US/Pacific,John Wayne Orange County International Airport
KFFO,US/Eastern,Wright-Patterson Air Force Base
KFRM,US/Central,Fairmont Municipal Airport
KMCO,US/Eastern,Orlando International Airport
KMKE,US/Central,General Mitchell International Airport
KFFC,US/Eastern,Peachtree City Falcon Field
KBKL,US/Eastern,Burke Lakefront Airport
KSAN,US/Pacific,San Diego International Airport
KHCD,US/Central,Hutchinson Municipal Butler Field
KBFI,US/Pacific,Boeing Field King County International Airport
KCAE,US/Eastern,Columbia Metropolitan Airport
KMER,US/Pacific,Castle Airport
KFLL,US/Eastern,Fort Lauderdale Hollywood International Airport
KRIV,US/Pacific,March Air Reserve Base
KCRQ,US/Pacific,McClellan-Palomar Airport
KPEO,US/Eastern,Penn Yan Airport
KFZY,US/Eastern,Oswego County Airport
KAVL,US/Eastern,Asheville Regional Airport
KBKL,US/Eastern,Burke Lakefront Airport
KRDU,US/Eastern,Raleigh Durham International Airport
KOFP,US/Eastern,Hanover County Municipal Airport
KBNA,US/Central,Nashville International Airport
KBKF,US/Mountain,Buckley Space Force Base
KPVU,US/Mountain,Provo-Utah Lake International Airport
KMIA,US/Eastern,Miami International Airport
KORF,US/Eastern,Norfolk International Airport
KSTC,US/Central,Saint Cloud Regional Airport
KNEW,US/Central,Lakefront Airport
KHXD,US/Eastern,Hilton Head Airport
KLIT,US/Central,Bill & Hillary Clinton National Airport/Adams Field
KBNA,US/Central,Nashville International Airport
KLEE,US/Eastern,Leesburg International Airport
KSHD,US/Eastern,Shenandoah Valley Regional Airport
KLHX,US/Mountain,La Junta Municipal Airport
KDTW,US/Eastern,Detroit Metropolitan Wayne County Airport
KLXT,US/Central,Lee's Summit Municipal Airport
KHFD,US/Eastern,Hartford Brainard Airport
KSSF,US/Central,Stinson Municipal Airport
KPHL,US/Eastern,Philadelphia International Airport
KRGK,US/Central,Red Wing Regional Airport
KMKC,US/Central,Charles B. Wheeler Downtown Airport
KEIK,US/Mountain,Erie Municipal Airport
KGRR,US/Eastern,Gerald R. Ford International Airport
KLGA,US/Eastern,LaGuardia Airport
KHUA,US/Central,Redstone Army Air Field
KTHV,US/Eastern,York Airport
KLXT,US/Central,Lee's Summit Municipal Airport
KSJC,US/Pacific,Norman Y. Mineta San Jose International Airport
KHYW,US/Eastern,Conway Horry County Airport
KPHX,US/Mountain,Phoenix Sky Harbor International Airport
KLHZ,US/Eastern,Triangle North Executive Airport
KCUB,US/Eastern,Jim Hamilton L.B. Owens Airport
KSJC,US/Pacific,Norman Y. Mineta San Jose International Airport
KCHS,US/Eastern,Charleston International Airport
KALB,US/Eastern,Albany International Airport
KISM,US/Eastern,Kissimmee Gateway Airport
KSBD,US/Pacific,San Bernardino International Airport
KCHO,US/Eastern,Charlottesville Albemarle Airport
KSMO,US/Pacific,Santa Monica Municipal Airport
KEWR,US/Eastern,Newark Liberty International Airport
KFDW,US/Eastern,Fairfield County Airport
KMCO,US/Eastern,Orlando International Airport
KYNG,US/Eastern,Youngstown Warren Regional Airport
KRIC,US/Eastern,Richmond International Airport
KVLL,US/Eastern,Oakland Troy Airport
KATL,US/Eastern,Hartsfield Jackson Atlanta International Airport
KRIV,US/Pacific,March Air Reserve Base
KGYH,US/Eastern,Donaldson Field Airport
KOQN,US/Eastern,Brandywine Regional Airport
KPOU,US/Eastern,Dutchess County Airport
KRAL,US/Pacific,Riverside Municipal Airport
KLGA,US/Eastern,LaGuardia Airport
KVQQ,US/Eastern,Cecil Airport
KRDD,US/Pacific,Redding Municipal Airport
KRAL,US/Pacific,Riverside Municipal Airport
KRVS,US/Central,Tulsa Riverside Airport
KJQF,US/Eastern,Concord-Padgett Regional Airport
KPWK,US/Central,Chicago Executive Airport
KARB,US/Eastern,Ann Arbor Municipal Airport
KFTK,US/Eastern,Godman Army Air Field
KSRQ,US/Eastern,Sarasota Bradenton International Airport
KNQA,US/Central,Millington-Memphis Airport
KMIA,US/Eastern,Miami International Airport
KSFO,US/Pacific,San Francisco International Airport
KADS,US/Central,Addison Airport
KMQY,US/Central,Smyrna Airport
KORL,US/Eastern,Orlando Executive Airport
KSNS,US/Pacific,Salinas Municipal Airport
KMIA,US/Eastern,Miami International Airport
KBOI,US/Mountain,Boise Air Terminal/Gowen Field
KLBE,US/Eastern,Arnold Palmer Regional Airport
K5C1,US/Central,Boerne Stage Field
KCLT,US/Eastern,Charlotte Douglas International Airport
KALB,US/Eastern,Albany International Airport
KSQL,US/Pacific,San Carlos Airport
